id,from_addr,to_addr,bg_id,county,state_or_territory,fullname,bg_smoke_risk,bg_pop_risk,bg_pop,place_id
2377734,1,99,060750207003,San Francisco,California,Quane St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377733,2,98,060750207003,San Francisco,California,Quane St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377732,3301,3499,060750207003,San Francisco,California,21st St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377731,3300,3498,060750207003,San Francisco,California,22nd St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377730,901,999,060750207003,San Francisco,California,Guerrero St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377729,902,998,060750207003,San Francisco,California,Guerrero St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377728,1,99,060750207003,San Francisco,California,Hill St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377727,2,98,060750207003,San Francisco,California,Hill St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377726,1,99,060750207003,San Francisco,California,Fair Oaks St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377725,2,98,060750207003,San Francisco,California,Fair Oaks St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377724,801,899,060750207003,San Francisco,California,Dolores St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377723,2,98,060750207003,San Francisco,California,Ames St,0.85667768596659992115,0.09400454391337192984,47,0667000
2377722,1000,1098,060750207003,San Francisco,California,Valencia St,0.85667768596659992115,0.09400454391337192984,47,0667000
2383635,2301,2599,060750354004,San Francisco,California,44th Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383634,2300,2598,060750354004,San Francisco,California,44th Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383633,2301,2599,060750354004,San Francisco,California,45th Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383632,2300,2598,060750354004,San Francisco,California,45th Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383631,2300,2598,060750354004,San Francisco,California,46th Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383630,3301,3599,060750354004,San Francisco,California,Taraval St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383629,3300,3598,060750354004,San Francisco,California,Taraval St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383628,3200,3498,060750354004,San Francisco,California,Vicente St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383627,2301,2599,060750354004,San Francisco,California,43rd Ave,0.52555819458688049485,0.17109871532620410282,97,0667000
2383626,3201,3499,060750354004,San Francisco,California,Santiago St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383625,4201,4499,060750354004,San Francisco,California,Ulloa St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383624,4200,4498,060750354004,San Francisco,California,Ulloa St,0.52555819458688049485,0.17109871532620410282,97,0667000
2383746,201,299,060750402003,San Francisco,California,11th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383745,200,298,060750402003,San Francisco,California,11th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383744,200,298,060750402003,San Francisco,California,Funston Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383743,700,1248,060750402003,San Francisco,California,Clement St,0.68399278030579877044,0.17658769399807702270,67,0667000
2383742,201,299,060750402003,San Francisco,California,12th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383741,200,298,060750402003,San Francisco,California,12th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383740,201,299,060750402003,San Francisco,California,10th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383739,200,298,060750402003,San Francisco,California,10th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383738,200,298,060750402003,San Francisco,California,State Hwy 1,0.68399278030579877044,0.17658769399807702270,67,0667000
2383737,4601,5149,060750402003,San Francisco,California,California St,0.68399278030579877044,0.17658769399807702270,67,0667000
2383736,200,298,060750402003,San Francisco,California,Park Presidio Blvd,0.68399278030579877044,0.17658769399807702270,67,0667000
2383735,201,299,060750402003,San Francisco,California,9th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383734,200,298,060750402003,San Francisco,California,9th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2383733,201,299,060750402003,San Francisco,California,8th Ave,0.68399278030579877044,0.17658769399807702270,67,0667000
2382685,3001,3149,060750327007,San Francisco,California,Judah St,0.33848462900421950903,0.16631444634953512856,37,0667000
2382684,2900,3148,060750327007,San Francisco,California,Judah St,0.33848462900421950903,0.16631444634953512856,37,0667000
2382683,1,99,060750327007,San Francisco,California,Pino Aly,0.33848462900421950903,0.16631444634953512856,37,0667000
2382682,2,98,060750327007,San Francisco,California,Pino Aly,0.33848462900421950903,0.16631444634953512856,37,0667000
2382681,3301,3549,060750327007,San Francisco,California,Lincoln Way,0.33848462900421950903,0.16631444634953512856,37,0667000
2382680,1201,1399,060750327007,San Francisco,California,35th Ave,0.33848462900421950903,0.16631444634953512856,37,0667000
2382679,1200,1398,060750327007,San Francisco,California,35th Ave,0.33848462900421950903,0.16631444634953512856,37,0667000
2382678,1201,1499,060750327007,San Francisco,California,Sunset Blvd,0.33848462900421950903,0.16631444634953512856,37,0667000
2382677,1201,1399,060750327007,San Francisco,California,34th Ave,0.33848462900421950903,0.16631444634953512856,37,0667000
2382676,3140,3248,060750327007,San Francisco,California,Kirkham St,0.33848462900421950903,0.16631444634953512856,37,0667000
2382675,3301,3549,060750327007,San Francisco,California,Irving St,0.33848462900421950903,0.16631444634953512856,37,0667000
2382674,3300,3548,060750327007,San Francisco,California,Irving St,0.33848462900421950903,0.16631444634953512856,37,0667000
2382673,1201,1499,060750327007,San Francisco,California,36th Ave,0.33848462900421950903,0.16631444634953512856,37,0667000
2382672,1200,1498,060750327007,San Francisco,California,36th Ave,0.33848462900421950903,0.16631444634953512856,37,0667000
2378977,1,99,060750231022,San Francisco,California,Commer Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378976,2,98,060750231022,San Francisco,California,Commer Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378975,1101,1499,060750231022,San Francisco,California,Lane St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378974,17,33,060750231022,San Francisco,California,Garlington Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378973,2,48,060750231022,San Francisco,California,Garlington Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378972,1401,1499,060750231022,San Francisco,California,Jennings St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378971,1400,1460,060750231022,San Francisco,California,Jennings St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378970,1,99,060750231022,San Francisco,California,Whitfield Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378969,2,98,060750231022,San Francisco,California,Whitfield Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378968,1201,1499,060750231022,San Francisco,California,la Salle Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378967,1,99,060750231022,San Francisco,California,Lindsay Cir,0.59866445530764245529,0.19839307787391759368,119,0667000
2378966,1284,1498,060750231022,San Francisco,California,Ingalls St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378965,1,99,060750231022,San Francisco,California,George Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378964,2,98,060750231022,San Francisco,California,George Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378963,1301,1499,060750231022,San Francisco,California,Keith St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378962,1300,1498,060750231022,San Francisco,California,Keith St,0.59866445530764245529,0.19839307787391759368,119,0667000
2378961,1,99,060750231022,San Francisco,California,Osceola Ln,0.59866445530764245529,0.19839307787391759368,119,0667000
2378960,2,698,060750231022,San Francisco,California,Osceola Ln,0.59866445530764245529,0.19839307787391759368,119,0667000
2378959,1301,1499,060750231022,San Francisco,California,Oakdale Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378958,1200,1498,060750231022,San Francisco,California,Oakdale Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378957,1,99,060750231022,San Francisco,California,Las Villas Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378956,2,98,060750231022,San Francisco,California,Las Villas Ct,0.59866445530764245529,0.19839307787391759368,119,0667000
2378955,1400,1498,060750231022,San Francisco,California,Palou Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378954,1401,1499,060750231022,San Francisco,California,McKinnon Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378953,1400,1498,060750231022,San Francisco,California,McKinnon Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378952,1351,1499,060750231022,San Francisco,California,Newcomb Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2378951,1400,1498,060750231022,San Francisco,California,Newcomb Ave,0.59866445530764245529,0.19839307787391759368,119,0667000
2379776,101,399,060750255005,San Francisco,California,Delano Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379775,100,398,060750255005,San Francisco,California,Delano Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379774,1,99,060750255005,San Francisco,California,Rudden Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379773,2,98,060750255005,San Francisco,California,Rudden Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379772,100,298,060750255005,San Francisco,California,Ocean Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379771,201,599,060750255005,San Francisco,California,San Juan Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379770,800,898,060750255005,San Francisco,California,Cayuga Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379769,1,99,060750255005,San Francisco,California,Meda Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379768,2,98,060750255005,San Francisco,California,Meda Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379767,401,499,060750255005,San Francisco,California,Capistrano Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379766,400,498,060750255005,San Francisco,California,Capistrano Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379765,1,299,060750255005,San Francisco,California,Santa Ynez Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379764,2,298,060750255005,San Francisco,California,Santa Ynez Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379763,1,299,060750255005,San Francisco,California,Otsego Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379762,100,298,060750255005,San Francisco,California,Otsego Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2379761,1901,2099,060750255005,San Francisco,California,San Jose Ave,0.62159509546282788072,0.20477493368147570482,101,0667000
2378823,2001,2199,060750230013,San Francisco,California,Carroll Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378822,2000,2198,060750230013,San Francisco,California,Carroll Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378821,2401,2699,060750230013,San Francisco,California,Quint St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378820,2400,2698,060750230013,San Francisco,California,Quint St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378819,1,199,060750230013,San Francisco,California,Mercury St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378818,2,198,060750230013,San Francisco,California,Mercury St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378817,2,198,060750230013,San Francisco,California,Scotia Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378816,601,799,060750230013,San Francisco,California,Thornton Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378815,600,798,060750230013,San Francisco,California,Thornton Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378814,1,199,060750230013,San Francisco,California,Ledyard St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378813,2,198,060750230013,San Francisco,California,Ledyard St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378812,2,98,060750230013,San Francisco,California,Vesta St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378811,1901,1999,060750230013,San Francisco,California,Egbert Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378810,1700,1998,060750230013,San Francisco,California,Egbert Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378809,1668,1898,060750230013,San Francisco,California,Silver Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378808,1901,1999,060750230013,San Francisco,California,Donner Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378807,1900,1998,060750230013,San Francisco,California,Donner Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378806,2001,2099,060750230013,San Francisco,California,Bancroft Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378805,2000,2098,060750230013,San Francisco,California,Bancroft Ave,0.60080064156279259368,0.23790733000340166005,152,0667000
2378804,2400,2798,060750230013,San Francisco,California,Phelps St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378803,801,1299,060750230013,San Francisco,California,Bay Shore Blvd,0.60080064156279259368,0.23790733000340166005,152,0667000
2378802,401,499,060750230013,San Francisco,California,Elmira St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378801,400,498,060750230013,San Francisco,California,Elmira St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378800,201,299,060750230013,San Francisco,California,Waterville St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378799,200,298,060750230013,San Francisco,California,Waterville St,0.60080064156279259368,0.23790733000340166005,152,0667000
2378302,1,199,060750217003,San Francisco,California,Moffitt St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378301,2,298,060750217003,San Francisco,California,Moffitt St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378300,1700,1798,060750217003,San Francisco,California,Noe St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378299,1,99,060750217003,San Francisco,California,Arbor St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378298,2,198,060750217003,San Francisco,California,Arbor St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378297,501,699,060750217003,San Francisco,California,30th St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378296,600,698,060750217003,San Francisco,California,30th St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378295,1,499,060750217003,San Francisco,California,Addison St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378294,2,498,060750217003,San Francisco,California,Addison St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378293,501,599,060750217003,San Francisco,California,Day St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378292,500,598,060750217003,San Francisco,California,Day St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378291,5401,5699,060750217003,San Francisco,California,Diamond Heights Blvd,0.65573364807231635373,0.27201555935142020442,136,0667000
2378290,2,298,060750217003,San Francisco,California,Bemis St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378289,1,99,060750217003,San Francisco,California,Harry St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378288,2,98,060750217003,San Francisco,California,Harry St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378287,1,99,060750217003,San Francisco,California,Amatista Ln,0.65573364807231635373,0.27201555935142020442,136,0667000
2378286,2,98,060750217003,San Francisco,California,Amatista Ln,0.65573364807231635373,0.27201555935142020442,136,0667000
2378285,1,99,060750217003,San Francisco,California,Laidley St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378284,2,8098,060750217003,San Francisco,California,Laidley St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378283,1,99,060750217003,San Francisco,California,Digby St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378282,2,98,060750217003,San Francisco,California,Digby St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378281,1,99,060750217003,San Francisco,California,Zircon Pl,0.65573364807231635373,0.27201555935142020442,136,0667000
2378280,2,98,060750217003,San Francisco,California,Zircon Pl,0.65573364807231635373,0.27201555935142020442,136,0667000
2378279,601,699,060750217003,San Francisco,California,29th St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378278,1,199,060750217003,San Francisco,California,Farnum St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378277,2,198,060750217003,San Francisco,California,Farnum St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378276,1,99,060750217003,San Francisco,California,Conrad St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378275,2,98,060750217003,San Francisco,California,Conrad St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378274,1957,2599,060750217003,San Francisco,California,Diamond St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378273,2300,2582,060750217003,San Francisco,California,Diamond St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378272,2,98,060750217003,San Francisco,California,Miguel St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378271,41,199,060750217003,San Francisco,California,Poppy Ln,0.65573364807231635373,0.27201555935142020442,136,0667000
2378270,40,98,060750217003,San Francisco,California,Poppy Ln,0.65573364807231635373,0.27201555935142020442,136,0667000
2378269,1,99,060750217003,San Francisco,California,Hiliritas Ave,0.65573364807231635373,0.27201555935142020442,136,0667000
2378268,2,98,060750217003,San Francisco,California,Hiliritas Ave,0.65573364807231635373,0.27201555935142020442,136,0667000
2378267,2,98,060750217003,San Francisco,California,Sussex St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378266,2300,2498,060750217003,San Francisco,California,Castro St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378265,1,199,060750217003,San Francisco,California,Everson St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378264,2,198,060750217003,San Francisco,California,Everson St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378263,101,499,060750217003,San Francisco,California,Beacon St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378262,100,498,060750217003,San Francisco,California,Beacon St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378261,101,299,060750217003,San Francisco,California,Moreland St,0.65573364807231635373,0.27201555935142020442,136,0667000
2378260,100,298,060750217003,San Francisco,California,Moreland St,0.65573364807231635373,0.27201555935142020442,136,0667000
2384253,3401,3699,060750478022,San Francisco,California,Balboa St,0.54977962077402183870,0.23158365106170577008,75,0667000
2384252,3401,3699,060750478022,San Francisco,California,Cabrillo St,0.54977962077402183870,0.23158365106170577008,75,0667000
2384251,3400,3698,060750478022,San Francisco,California,Cabrillo St,0.54977962077402183870,0.23158365106170577008,75,0667000
2384250,5900,6198,060750478022,San Francisco,California,Fulton St,0.54977962077402183870,0.23158365106170577008,75,0667000
2384249,701,899,060750478022,San Francisco,California,35th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2384248,700,898,060750478022,San Francisco,California,38th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2384247,701,899,060750478022,San Francisco,California,37th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2384246,700,898,060750478022,San Francisco,California,37th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2384245,701,899,060750478022,San Francisco,California,36th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2384244,700,898,060750478022,San Francisco,California,36th Ave,0.54977962077402183870,0.23158365106170577008,75,0667000
2383950,1,99,060750428003,San Francisco,California,14th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383949,2,98,060750428003,San Francisco,California,14th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383948,100,198,060750428003,San Francisco,California,24th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383947,1,99,060750428003,San Francisco,California,18th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383946,2,98,060750428003,San Francisco,California,18th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383945,1150,2298,060750428003,San Francisco,California,Lake St,0.73860290450867071324,0.23743672829862556199,91,0667000
2383944,1,99,060750428003,San Francisco,California,21st Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383943,2,98,060750428003,San Francisco,California,21st Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383942,1,99,060750428003,San Francisco,California,17th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383941,2,98,060750428003,San Francisco,California,17th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383940,1,99,060750428003,San Francisco,California,20th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383939,2,98,060750428003,San Francisco,California,20th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383938,1,99,060750428003,San Francisco,California,16th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383937,2,98,060750428003,San Francisco,California,16th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383936,1,99,060750428003,San Francisco,California,W Clay St,0.73860290450867071324,0.23743672829862556199,91,0667000
2383935,2,98,060750428003,San Francisco,California,W Clay St,0.73860290450867071324,0.23743672829862556199,91,0667000
2383934,1,99,060750428003,San Francisco,California,15th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383933,2,98,060750428003,San Francisco,California,15th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383932,1,99,060750428003,San Francisco,California,19th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383931,2,98,060750428003,San Francisco,California,19th Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383930,1,99,060750428003,San Francisco,California,22nd Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2383929,2,98,060750428003,San Francisco,California,22nd Ave,0.73860290450867071324,0.23743672829862556199,91,0667000
2376149,1631,1899,060750159002,San Francisco,California,Ofarrell St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376148,1600,1798,060750159002,San Francisco,California,Ofarrell St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376147,1501,1599,060750159002,San Francisco,California,Ellis St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376146,1500,1598,060750159002,San Francisco,California,Ellis St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376145,1,99,060750159002,San Francisco,California,Folger Aly,0.37496652781989795025,0.09726833005770221557,97,0667000
2376144,2,98,060750159002,San Francisco,California,Folger Aly,0.37496652781989795025,0.09726833005770221557,97,0667000
2376143,1701,1899,060750159002,San Francisco,California,Geary Blvd,0.37496652781989795025,0.09726833005770221557,97,0667000
2376142,1796,1804,060750159002,San Francisco,California,Geary Blvd,0.37496652781989795025,0.09726833005770221557,97,0667000
2376141,1400,1598,060750159002,San Francisco,California,Eddy St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376140,1201,1499,060750159002,San Francisco,California,Webster St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376139,1,99,060750159002,San Francisco,California,Byington St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376138,2,98,060750159002,San Francisco,California,Byington St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376137,1301,1599,060750159002,San Francisco,California,Fillmore St,0.37496652781989795025,0.09726833005770221557,97,0667000
2376136,1300,1598,060750159002,San Francisco,California,Fillmore St,0.37496652781989795025,0.09726833005770221557,97,0667000
2379062,1401,1699,060750232001,San Francisco,California,Underwood Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379061,1400,1698,060750232001,San Francisco,California,Underwood Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379060,1401,1599,060750232001,San Francisco,California,Van Dyke Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379059,1400,1598,060750232001,San Francisco,California,Van Dyke Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379058,1401,1699,060750232001,San Francisco,California,Shafter Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379057,1800,2298,060750232001,San Francisco,California,Jennings St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379056,1501,1699,060750232001,San Francisco,California,Wallace Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379055,1500,1698,060750232001,San Francisco,California,Wallace Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379054,1500,1698,060750232001,San Francisco,California,Yosemite Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379053,1801,2299,060750232001,San Francisco,California,Keith St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379052,1800,2298,060750232001,San Francisco,California,Keith St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379051,1801,2199,060750232001,San Francisco,California,Lane St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379050,1800,2198,060750232001,San Francisco,California,Lane St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379049,5151,5499,060750232001,San Francisco,California,3rd St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379048,5160,5248,060750232001,San Francisco,California,3rd St,0.50900522378012934030,0.11291519748842157194,75,0667000
2379047,1401,1699,060750232001,San Francisco,California,Thomas Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2379046,1400,1698,060750232001,San Francisco,California,Thomas Ave,0.50900522378012934030,0.11291519748842157194,75,0667000
2383325,1501,3799,060750351004,San Francisco,California,42nd Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383324,1500,1598,060750351004,San Francisco,California,42nd Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383323,1501,1599,060750351004,San Francisco,California,40th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383322,1500,1598,060750351004,San Francisco,California,40th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383321,1500,1598,060750351004,San Francisco,California,Sunset Blvd,0.31719175164588828126,0.22213258733979539736,46,0667000
2383320,1501,1599,060750351004,San Francisco,California,39th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383319,1500,1598,060750351004,San Francisco,California,39th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383318,1501,1599,060750351004,San Francisco,California,38th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383317,1500,1598,060750351004,San Francisco,California,38th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383316,3050,3698,060750351004,San Francisco,California,Lawton St,0.31719175164588828126,0.22213258733979539736,46,0667000
2383315,1501,1599,060750351004,San Francisco,California,37th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383314,1500,1598,060750351004,San Francisco,California,37th Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383313,1500,1598,060750351004,San Francisco,California,43rd Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383312,1501,1599,060750351004,San Francisco,California,41st Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383311,1500,1598,060750351004,San Francisco,California,41st Ave,0.31719175164588828126,0.22213258733979539736,46,0667000
2383310,3251,3899,060750351004,San Francisco,California,Kirkham St,0.31719175164588828126,0.22213258733979539736,46,0667000
2375788,1,99,060750154002,San Francisco,California,Leona Ter,0.55273510969655303188,0.19951697857699508243,65,0667000
2375787,2,98,060750154002,San Francisco,California,Leona Ter,0.55273510969655303188,0.19951697857699508243,65,0667000
2375786,1301,1599,060750154002,San Francisco,California,Lyon St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375785,1300,1598,060750154002,San Francisco,California,Lyon St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375784,2601,2799,060750154002,San Francisco,California,Sutter St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375783,2600,2798,060750154002,San Francisco,California,Sutter St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375782,2400,2598,060750154002,San Francisco,California,Geary Blvd,0.55273510969655303188,0.19951697857699508243,65,0667000
2375781,2801,2999,060750154002,San Francisco,California,Bush St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375780,2501,2699,060750154002,San Francisco,California,Post St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375779,2500,2698,060750154002,San Francisco,California,Post St,0.55273510969655303188,0.19951697857699508243,65,0667000
2375778,700,1898,060750154002,San Francisco,California,Presidio Ave,0.55273510969655303188,0.19951697857699508243,65,0667000
2375777,1301,1599,060750154002,San Francisco,California,Baker St,0.55273510969655303188,0.19951697857699508243,65,0667000
